Confidence Level,Date,Time,Locale,Governorate,Theater,Lat,Lon,Offensive,Delivery,Munition Type,Barrel Bomb Version,Munition Imagery,Chemical Agent,Killed,Injured,Perpetrator,SA,SA 2,JIM,COI,OPCW,SAMS,WHMD,SNHR,LCC,VDC,CAR,Trusted Source,Bellingcat
3,2012-12-23,19:00:00,Bayada,Homs,Homs,34.751167,36.728527,NA,NA,NA,NA,No,BZ,7,60,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/49574#.XmJoVUBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/49583#.XmJoZUBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/49608#.XmJoc0BFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/49610#.XmJohkBFzVh; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/49612#.XmJolEBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/49611#.XmJorkBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/49613#.XmJov0BFzVg,NA,NA,NA
2,2012-12-25,NA,Az Za'faranah,Homs,Homs,34.895278,36.778056,NA,NA,NA,NA,No,NA,0,35,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,NA,NA,NA,NA
3,2013-03-19,11:00:00,'Utaybah,Reef Damascus,Wider Damascus,33.485091,36.607821,Damascus Offensive,Ground,"""Missile""",NA,No,Sarin,6,60,Syrian Government,OTA190313,NA,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/70150#.XmJn0kBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/70151#.XmJn4EBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/70152#.XmJn8EBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/70414#.XmJn_0BFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/70415#.XmJoEEBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/70417#.XmJoOkBFzVg,NA,NA,NA
3,2013-03-19,03:45:00,Khan Alassal,Aleppo,Aleppo,36.16972222,37.04444444,NA,Air,"""Rocket""",NA,No,Sarin,26,250,Syrian Government,KAS190313,NA,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,https://web.archive.org/web/20200306154228/http://www.vdc-sy.info/index.php/en/martyrs/13/c29ydGJ5PWEua2lsbGVkX2RhdGV8c29ydGRpcj1ERVNDfGFwcHJvdmVkPXZpc2libGV8ZXh0cmFkaXNwbGF5PTB8Y29kTXVsdGk9MTV8,NA,NA,https://www.bellingcat.com/news/mena/2017/09/06/history-sarin-use-syrian-conflict/
3,2013-03-24,21:00:00,'Adra,Reef Damascus,Wider Damascus,33.600000,36.515000,Damascus Offensive,Ground,"""Missile""",NA,No,NA,2,40,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/71427#.XmJno0BFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/71428#.XmJns0BFzVg,NA,NA,NA
1,2013-04-04,NA,Jobar,Damascus,Wider Damascus,33.528100,36.329471,Damascus Offensive,NA,NA,NA,No,NA,0,7,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,NA,NA,NA,NA,NA,NA
1,2013-04-06,NA,Jobar,Damascus,Wider Damascus,33.528100,36.329471,Damascus Offensive,NA,NA,NA,No,NA,0,22,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,NA,NA,NA,NA,NA,NA
2,2013-04-07,NA,Jobar,Damascus,Wider Damascus,33.528100,36.329471,Damascus Offensive,NA,"""Grenade""",NA,No,NA,0,7,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,NA,NA,NA,NA
2,2013-04-09,04:00:00,'Utaybah,Reef Damascus,Wider Damascus,33.485091,36.607821,Damascus Offensive,NA,"""Missile""",NA,No,NA,0,20,Syrian Government,OTA090413,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,NA,NA,NA,NA
3,2013-04-13,NA,Sheikh Maqsood,Aleppo,Aleppo,36.237072,37.150655,NA,Air,Sarin Grenade,NA,No,Sarin,14,18,Syrian Government,SHE130413,NA,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,https://web.archive.org/web/20200306154228/http://www.vdc-sy.info/index.php/en/martyrs/13/c29ydGJ5PWEua2lsbGVkX2RhdGV8c29ydGRpcj1ERVNDfGFwcHJvdmVkPXZpc2libGV8ZXh0cmFkaXNwbGF5PTB8Y29kTXVsdGk9MTV8,NA,NA,https://www.bellingcat.com/news/mena/2018/06/14/chemical-munitions-used-syrian-government-2012-2018/
3,2013-04-14,NA,Jobar,Damascus,Wider Damascus,33.528100,36.329471,Damascus Offensive,NA,NA,NA,No,Sarin,1,30,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/75009#.XmJnYEBFzVg,NA,NA,NA
2,2013-04-17,NA,Ein Tarma,Reef Damascus,Wider Damascus,33.514062,36.347301,Damascus Offensive,NA,"""Grenade""",NA,No,NA,1,8,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,NA,NA,NA,NA
2,2013-04-25,NA,Darayya,Reef Damascus,Wider Damascus,33.452208,36.246869,Damascus Offensive,Ground,"""Missile""",NA,No,Sarin,0,100,Syrian Government,DAR250413,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,NA,NA,NA,NA
2,2013-04-27,13:00:00,Kuwayris ash Sharqi,Aleppo,Aleppo,36.1750705,37.5341892,NA,Ground,NA,NA,No,NA,10,15,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,NA,NA,NA,NA
3,2013-04-29,NA,Saraqib,Idlib,Northwest,35.863558,36.799534,NA,Air,Sarin Grenade,NA,No,Sarin,1,20,Syrian Government,SA290413,NA,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/85868#.XmJnTkBFzVg,NA,NA,https://www.bellingcat.com/news/mena/2017/04/27/revisiting-syrias-2013-sarin-attack-saraqeb-idlib/
3,2013-05-17,05:00:00,'Adra,Reef Damascus,Wider Damascus,33.600000,36.515000,Damascus Offensive,NA,"""Missile""",NA,No,NA,1,5,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,https://web.archive.org/web/20200306150309/http://www.vdc-sy.info/index.php/ar/details/martyrs/80115,NA,NA,NA
3,2013-05-23,23:00:00,'Adra,Reef Damascus,Wider Damascus,33.600000,36.515000,Damascus Offensive,NA,"""Missile""",NA,No,NA,3,40,Syrian Government,ADR230513,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/81050#.XmJl0UBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/81051#.XmJl7UBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/85876#.XmJl_EBFzVg,NA,NA,NA
1,2013-05-26,NA,Al Qabun,Damascus,Wider Damascus,33.550171,36.349935,Damascus Offensive,NA,NA,NA,No,NA,0,15,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,NA,NA,NA,NA,NA,NA
2,2013-05-26,22:30:00,Bahariyah,Reef Damascus,Wider Damascus,33.529038,36.526294,Damascus Offensive,NA,"""Missile""",NA,No,NA,0,30,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,NA,NA,NA,NA
2,2013-05-26,02:00:00,Hirista,Reef Damascus,Wider Damascus,33.566963,36.36672,Damascus Offensive,NA,"""Missile""",NA,No,NA,3,69,Syrian Government,HAR260513,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,NA,NA,NA,NA
2,2013-05-27,NA,Hirista,Reef Damascus,Wider Damascus,33.566963,36.36672,Damascus Offensive,NA,NA,NA,No,NA,3,56,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,NA,NA,https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/81376#.XmJkIUBFzVg; https://web.archive.org/web/20200306145522/http://www.vdc-sy.info/index.php/ar/details/martyrs/81496; https://web.archive.org/web/20200306145555/http://www.vdc-sy.info/index.php/ar/details/martyrs/81498,NA,NA,NA
3,2013-05-29,16:15:00,Al-Ahamadiya,Reef Damascus,Wider Damascus,33.4707838,36.5116238,Damascus Offensive,NA,"""Missile""",NA,No,NA,0,10,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,https://www.facebook.com/search/top/?q=%D8%A7%D9%84%D8%A7%D8%AD%D9%85%D8%AF%D9%8A%D8%A9&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSIsInJwX2NyZWF0aW9uX3RpbWUiOiJ7XCJuYW1lXCI6XCJjcmVhdGlvbl90aW1lXCIsXCJhcmdzXCI6XCJ7XFxcInN0YXJ0X21vbnRoXFxcIjpcXFwiMjAxMy0wNVxcXCIsXFxcImVuZF9tb250aFxcXCI6XFxcIjIwMTMtMDVcXFwifVwifSJ9,NA,NA,NA,NA
2,2013-06-09,NA,Bahariyah,Reef Damascus,Wider Damascus,33.529038,36.526294,Damascus Offensive,NA,"""Shells""",NA,No,NA,0,4,Syrian Government,BAH090613,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,NA,NA,NA,NA
3,2013-06-19,NA,Zamalka,Reef Damascus,Wider Damascus,33.526656,36.352129,Damascus Offensive,NA,"""Grenade""",NA,No,NA,3,25,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/84280#.XmJjMEBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/84281#.XmJjPkBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/84547#.XmJjZEBFzVg,NA,NA,NA
3,2013-06-23,11:00:00,Zamalka,Reef Damascus,Wider Damascus,33.526656,36.352129,Damascus Offensive,NA,"""Grenade""",NA,No,NA,9,35,Syrian Government,ZAM230613,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,https://web.archive.org/web/20200306154228/http://www.vdc-sy.info/index.php/en/martyrs/13/c29ydGJ5PWEua2lsbGVkX2RhdGV8c29ydGRpcj1ERVNDfGFwcHJvdmVkPXZpc2libGV8ZXh0cmFkaXNwbGF5PTB8Y29kTXVsdGk9MTV8,NA,NA,NA
3,2013-06-24,NA,Al Qabun,Damascus,Wider Damascus,33.550171,36.349935,Damascus Offensive,NA,NA,NA,No,NA,1,20,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,https://www.facebook.com/search/top/?q=%D8%AD%D9%85%D8%A7%D8%A9%20%D8%A7%D9%84%D8%BA%D8%A7%D8%B2%D8%A7%D8%AA&epa=FILTERS&filters=eyJycF9hdXRob3IiOiJ7XCJuYW1lXCI6XCJhdXRob3JcIixcImFyZ3NcIjpcIjIxNzg0ODMzODI0MjMxMFwifSJ9,NA,NA,NA,NA
3,2013-06-26,NA,Al Qabun,Damascus,Wider Damascus,33.550171,36.349935,Damascus Offensive,NA,NA,NA,No,NA,1,10,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,https://web.archive.org/web/20200306144933/http://www.vdc-sy.info/index.php/ar/details/martyrs/85365,NA,NA,NA
2,2013-07-05,NA,Al-Khalidya,Homs,Homs,34.745732,36.720042,NA,NA,NA,NA,No,NA,0,20,Syrian Government,KHA050713,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,NA,NA,NA,NA
1,2013-07-07,NA,Babbila,Reef Damascus,Wider Damascus,33.472778,36.334444,Damascus Offensive,NA,"""Grenade""",NA,No,NA,0,NA,Syrian Government,BAB070713,NA,NA,NA,NA,NA,NA,Closed,NA,NA,NA,NA,NA
2,2013-07-21,NA,Al-Yarmouk,Damascus,Wider Damascus,33.466667,36.300000,Damascus Offensive,NA,NA,NA,No,NA,5,10,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,NA,NA,NA,NA
3,2013-08-05,01:45:00,'Adra,Reef Damascus,Wider Damascus,33.600000,36.515000,Damascus Offensive,NA,Volcano Rocket,NA,Yes,Sarin,0,25,Syrian Government,DOU040813,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,NA,NA,NA,https://www.bellingcat.com/news/mena/2018/06/14/chemical-munitions-used-syrian-government-2012-2018/
3,2013-08-05,05:15:00,Duma,Reef Damascus,Wider Damascus,33.572677,36.401873,Damascus Offensive,NA,"""Missile""",NA,No,Sarin,0,450,Syrian Government,DOU040813,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,NA,NA,NA,NA
3,2013-08-21,03:00:00,East Ghouta,Reef Damascus,Wider Damascus,33.506940,36.323881,Damascus Offensive,Ground,Volcano Rocket,NA,Yes,Sarin,1242,9400,Syrian Government,DAM210813,NA,NA,https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_ChemicalWeapons.jpg; https://www.ohchr.org/SiteCollectionImages/Bodies/HRCouncil/IICISyria/COISyria_CW_12.03.2019_web.jpg,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,https://web.archive.org/web/20200306154228/http://www.vdc-sy.info/index.php/en/martyrs/13/c29ydGJ5PWEua2lsbGVkX2RhdGV8c29ydGRpcj1ERVNDfGFwcHJvdmVkPXZpc2libGV8ZXh0cmFkaXNwbGF5PTB8Y29kTXVsdGk9MTV8; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/123467#.XmJvuEBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/92886#.XmJTzEBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/100846#.XmJUUEBFzVg,NA,NA,https://www.bellingcat.com/news/mena/2017/09/06/history-sarin-use-syrian-conflict/; https://www.bellingcat.com/news/mena/2018/06/14/chemical-munitions-used-syrian-government-2012-2018/
3,2013-08-21,05:15:00,Mu'addamiyat ash Shaykh,Reef Damascus,Wider Damascus,33.461233,36.193042,Damascus Offensive,Ground,M14 Rocket,NA,No,Sarin,105,1226,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,https://web.archive.org/web/20200306154228/http://www.vdc-sy.info/index.php/en/martyrs/13/c29ydGJ5PWEua2lsbGVkX2RhdGV8c29ydGRpcj1ERVNDfGFwcHJvdmVkPXZpc2libGV8ZXh0cmFkaXNwbGF5PTB8Y29kTXVsdGk9MTV8,NA,NA,NA
2,2013-08-24,NA,Jobar,Damascus,Wider Damascus,33.528100,36.329471,Damascus Offensive,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,NA,NA,NA,NA,NA,NA
2,2013-08-25,NA,Ashrafiyat Sahnaya,Reef Damascus,Wider Damascus,33.434,36.245,NA,NA,NA,NA,No,NA,0,5,NA,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,NA,NA,NA,NA,NA,NA
2,2013-08-28,NA,Jobar,Damascus,Wider Damascus,33.528100,36.329471,Damascus Offensive,NA,"""Grenade""",NA,No,NA,0,9,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,NA,NA,NA,NA
1,2013-09-12,NA,Jobar,Damascus,Wider Damascus,33.528100,36.329471,NA,NA,"""Missile""",NA,No,Chlorine,0,5,NA,JOB120913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2013-11-28,NA,Jobar,Damascus,Wider Damascus,33.528100,36.329471,NA,NA,NA,NA,No,NA,0,8,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,NA,NA,NA,NA,NA,NA
1,2013-12-23,NA,Al-Khalidya,Homs,Homs,34.745732,36.720042,NA,NA,"""Grenade""",NA,No,NA,8,NA,Syrian Government,HOM231212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2014-01-13,NA,Darayya,Reef Damascus,Wider Damascus,33.452208,36.246869,NA,NA,"""Grenade""",NA,No,NA,4,10,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,NA,NA,NA,NA
1,2014-01-14,NA,Darayya,Reef Damascus,Wider Damascus,33.458477,36.237717,NA,Air,NA,NA,No,NA,4,NA,Syrian Government,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/108164#.XmJUikBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/108165#.XmJUnkBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/108166#.XmJUs0BFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/108250#.XmJUzkBFzVg,NA,NA,NA
3,2014-03-02,NA,'Adra,Reef Damascus,Wider Damascus,33.600000,36.515000,NA,NA,"""Grenade""",NA,No,NA,4,30,Syrian Government,ADR020314,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/114802#.XmJVG0BFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/114803#.XmJVMEBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/114804#.XmJVRkBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/114805#.XmJVX0BFzVg,NA,NA,NA
1,2014-03-09,NA,Jobar,Damascus,Wider Damascus,33.528100,36.329471,NA,NA,NA,NA,No,NA,0,5,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,NA,NA,NA,NA,NA,NA
3,2014-03-27,NA,Hirista,Reef Damascus,Wider Damascus,33.566963,36.36672,NA,NA,"""Missile""",NA,No,NA,7,30,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/116513#.XmJVkEBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/116516#.XmJVnkBFzVg; https://web.archive.org/web/20200306135242/http://www.vdc-sy.info/index.php/ar/details/martyrs/116731; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/120349#.XmJVyEBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/120350#.XmJV2UBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/120351#.XmJV7UBFzVg; https://web.archive.org/save/http://www.vdc-sy.info/index.php/ar/details/martyrs/120353#.XmJV_EBFzVg,NA,NA,NA
2,2014-04-03,16:30:00,Jobar,Damascus,Wider Damascus,33.528100,36.329471,NA,NA,"""Grenade""",NA,No,Chlorine,0,6,Syrian Government,JOB030414,NA,NA,NA,NA,NA,NA,Closed,NA,NA,NA,NA,NA
2,2014-04-04,11:00:00,Jobar,Damascus,Wider Damascus,33.528100,36.329471,NA,NA,"""Grenade""",NA,No,Chlorine,0,5,Syrian Government,NA,NA,NA,NA,NA,https://web.archive.org/web/20200317102619/https://www.sams-usa.net/wp-content/uploads/2016/09/A-New-Normal_Ongoing-Chemical-Weapons-Attacks-in-Syria.compressed.pdf,NA,Closed,NA,NA,NA,NA,NA
3,2014-04-10,00:00:00,Kafr Zayta,Hama,Northwest,35.373461,36.601458,Hama Offensive,Air,Barrel Bomb,Version 1,Yes,Chlorine,0,12,Syrian Government,KAF100415,NA,NA,NA,https://www.opcw.org/fileadmin/OPCW/Fact_Finding_Mission/s-1230-2014_e_.pdf,NA,NA,Closed,NA,NA,NA,NA,NA
